Codigo,Nombre,market samaria Vendido,market playa dormida Vendido,market two towers Vendido,principal Vendido,donaciones Vendido,market samaria Inventario,market playa dormida Inventario,market two towers Inventario,principal Inventario,donaciones Inventario,Total vendido,Total inventario,Total en lista,Descuentos,Total Neto,Devoluciones,Total ajustado,Costo,Comision,Ganancia,%,Categoria,SubCategoria,Marca,Unnamed: 26
4959,MIEL DIVINO X 450,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$22,000",6600,15400,0,15400,0,0,15400,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
603,MOMENTS RELLENAS CHOCOLATE,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$11,000",0,11000,0,11000,7728,0,3272,29.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
492,SOPA INSTANTANEA CON FIDEOO  AJINOMEN CAMARON 80G,1,0,0,0,0,2 inv,20 inv,0 inv,0 inv,0 inv,1,22,"$2,605",0,2605,0,2605,1873,0,732,28.1%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3025,VINO CARIÑOSO TINTO DE VERANO,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$19,048",0,19048,0,19048,0,0,19048,100.0%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4296,Vino Castillo De Liria Organico,1,0,0,0,0,1 inv,3 inv,1 inv,0 inv,0 inv,1,5,"$47,619",0,47619,0,47619,24599,0,23020,48.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1116,VINO COUSIÑO MACUL CABERNET SAUVIGNON x750ml,0,0,1,0,0,0 inv,1 inv,1 inv,0 inv,0 inv,1,2,"$61,905",0,61905,0,61905,40692,0,21213,34.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3690,VINO ESPAÑOL RISCAL TEMPRANILLO 750 ML,1,0,0,0,0,5 inv,1 inv,1 inv,0 inv,0 inv,1,7,"$81,905",0,81905,0,81905,50528,0,31377,38.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2074,MOJARRA ROJA CONGELADA,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$49,000",0,49000,0,49000,35595,0,13405,27.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2075,MOJARRA SE/SA 350G,1,0,0,0,0,-1 inv,2 inv,0 inv,0 inv,0 inv,1,1,"$35,000",0,35000,0,35000,30710,0,4290,12.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4684,Fabuloso Extra Frescura Doypack 180ml,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$21,008",0,21008,0,21008,1324,0,19684,93.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
566,BEBIDA ENERGIZANTE VIVE 100 380ML,0,1,0,0,0,7 inv,19 inv,0 inv,0 inv,0 inv,1,26,"$3,000",0,3000,0,3000,1675,0,1325,44.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
604,MOMENST RELLENAS DE MORA 135G,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$12,800",0,12800,0,12800,7728,0,5072,39.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4475,GELATINA FRUTIÑO LIMON X40G,0,1,0,0,0,5 inv,4 inv,0 inv,0 inv,0 inv,1,9,"$2,101",0,2101,0,2101,1169,0,932,44.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3907,VINO TRAPICHE VINEYARDS TORRONTES X750ML,0,1,0,0,0,4 inv,-4 inv,0 inv,0 inv,0 inv,1,0,"$57,143",0,57143,0,57143,32410,0,24733,43.3%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1205,VINO TRAPICHE VINEYARD SAUVIGNON BLANC X750ML,1,0,0,0,0,0 inv,5 inv,1 inv,0 inv,0 inv,1,6,"$55,714",0,55714,0,55714,34925,0,20790,37.3%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3526,VIVE 100 ULTRA 269ML,1,0,0,0,0,19 inv,-1 inv,0 inv,0 inv,0 inv,1,18,"$2,521",0,2521,0,2521,1008,0,1513,60.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3919,Vino Valls Ice Rosado 750,0,1,0,0,0,1 inv,3 inv,0 inv,0 inv,0 inv,1,4,"$49,524",0,49524,0,49524,28425,0,21099,42.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1015,YOGURT GRIEGO NATURAL 150G,1,0,0,0,0,4 inv,0 inv,0 inv,0 inv,0 inv,1,4,"$5,200",0,5200,0,5200,3375,0,1825,35.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4214,Papa Criolla X1.500g,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$12,600",0,12600,0,12600,8400,0,4200,33.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2631,ALCAPARRAS EN VINAGRE 125G,1,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,1,3,"$6,303",0,6303,0,6303,3506,0,2797,44.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4927,PAPAS LIMA CHIPOTLE 100G,1,0,0,0,0,-1 inv,0 inv,0 inv,0 inv,0 inv,1,-1,"$7,563",0,7563,0,7563,5949,0,1614,21.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
788,ALBONDIGON ZENU 162G,1,0,0,0,0,3 inv,4 inv,2 inv,0 inv,0 inv,1,9,"$9,244",0,9244,0,9244,6193,0,3051,33.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4116,Pisaos  Platano Maduro X 135g - Platano,0,0,1,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,1,3,"$6,723",0,6723,0,6723,5258,0,1465,21.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4465,PINZAS SACA CEJA,0,1,0,0,0,0 inv,11 inv,0 inv,0 inv,0 inv,1,11,$0,0,0,0,0,792,0,-792,0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3223,AGUA OXIGENADA JGB X120ML,0,1,0,0,0,8 inv,5 inv,0 inv,0 inv,0 inv,1,13,"$5,200",0,5200,0,5200,0,0,5200,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4378,YOGURT ALPINA GRIEGO NATURAL X 500 G,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$15,966",0,15966,0,15966,11341,0,4625,29.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
139,SHAMPOO EGO FUSION 2 EN 1 X 230 ML,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$13,445",0,13445,0,13445,9230,0,4215,31.4%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2189,PAQUETE GANCHO NODRIZA PEQUEÑO,1,0,0,0,0,-1 inv,197 inv,0 inv,0 inv,0 inv,1,196,"$2,000",0,2000,0,2000,500,0,1500,75.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4003,FRUTIÑO CEREZA 35GR,0,0,1,0,0,-1 inv,0 inv,1 inv,0 inv,0 inv,1,0,"$2,101",0,2101,0,2101,1135,0,966,46.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3935,PEDIGREE POLLO EN FILETES,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$3,333",0,3333,0,3333,2350,0,983,29.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4477,WINNY ETAPA 1,1,0,0,0,0,2 inv,0 inv,1 inv,0 inv,0 inv,1,3,"$17,647",0,17647,0,17647,14890,0,2757,15.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2597,ACONDICIONADOR SAVITAL FUSION PROTEINAS Y SABILA,1,0,0,0,0,-1 inv,20 inv,0 inv,0 inv,0 inv,1,19,"$2,521",0,2521,0,2521,572,0,1949,77.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4823,ACONDICIONADOR DOVE HIDRATACION,0,1,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,1,1,"$1,681",0,1681,0,1681,678,0,1003,59.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4346,Frutiño Frutos Rojos X 18 G,1,0,0,0,0,5 inv,19 inv,0 inv,0 inv,0 inv,1,24,"$1,008",0,1008,0,1008,498,0,510,50.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1784,GALLETAS BRIDGE AREQUIPE COLOMBINA,0,1,0,0,0,0 inv,1 inv,1 inv,0 inv,0 inv,1,2,"$1,681",0,1681,0,1681,500,0,1180,70.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2211,PILAS VARTA AAA3,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$6,723",0,6723,0,6723,3235,0,3488,51.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
333,PEINILLA GRANDE,0,1,0,0,0,16 inv,28 inv,0 inv,0 inv,0 inv,1,44,"$2,600",0,2600,0,2600,661,0,1939,74.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3772,PILAS PANASONIC,0,1,0,0,0,0 inv,-2 inv,0 inv,0 inv,0 inv,1,-2,"$4,202",0,4202,0,4202,2367,0,1835,43.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
360,ACEITE DE COCO,0,1,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$3,000",0,3000,0,3000,1916,0,1084,36.1%,sin categoria,,CUIDADO PERSONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4266,Aceite De Almendras,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$9,000",0,9000,0,9000,6000,0,3000,33.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
5005,Aceite De Aguacate,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$55,000",0,55000,0,55000,42500,0,12500,22.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4431,ZIPPER ZEUX BOLSA PARA ALMACENAR X 20 UND,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$6,303",0,6303,0,6303,2232,0,4071,64.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1793,Gancho Pelo Grande Blanco Y Negro,0,1,0,0,0,3 inv,11 inv,0 inv,0 inv,0 inv,1,14,$840,0,840,0,840,542,0,299,35.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3719,ALGODON EVER HOUSE,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$1,800",0,1800,0,1800,1280,0,520,28.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4001,GASTRUM PLUS,0,1,0,0,0,9 inv,-17 inv,10 inv,0 inv,0 inv,1,2,"$6,000",0,6000,0,6000,2009,0,3991,66.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1080,Pañales Winny 30pañales Etapa Xxg,0,1,0,0,0,7 inv,1 inv,1 inv,0 inv,0 inv,1,9,"$45,378",0,45378,0,45378,35758,0,9620,21.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2145,PALO PINCHO GUESO BAMBU,1,0,0,0,0,0 inv,-2 inv,0 inv,0 inv,0 inv,1,-2,"$5,882",0,5882,0,5882,3645,0,2237,38.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
5008,Queso Mozzarella Cubo,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$31,000",0,31000,0,31000,25100,0,5900,19.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4861,Pam Bimbo Super Perro X6und,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$8,700",0,8700,0,8700,5084,0,3616,41.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3871,VODKA SMIRNOFF BOTELLA 700ML,1,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,1,3,"$98,095",0,98095,0,98095,47389,0,50706,51.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4854,PAN HAMBURGUESA DORADO BIMBO,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$8,739",3496,5244,0,5244,7350,0,-2106,-40.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2164,PAÑAL TENA SLIP TALLA L,1,0,0,0,0,-5 inv,0 inv,0 inv,0 inv,0 inv,1,-5,"$9,244",0,9244,0,9244,5950,0,3294,35.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2651,AROMATICA TORONJIL,1,0,0,0,0,1 inv,0 inv,1 inv,0 inv,0 inv,1,2,"$4,790",0,4790,0,4790,2465,0,2325,48.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4946,Sobre Para Regalo Lluvia De Sobres,0,1,0,0,0,0 inv,6 inv,0 inv,0 inv,0 inv,1,6,"$3,000",0,3000,0,3000,1250,0,1750,58.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
597,PONKY NUCITA 33G,1,0,0,0,0,-3 inv,-1 inv,0 inv,0 inv,0 inv,1,-4,"$1,500",0,1500,0,1500,918,0,582,38.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4884,VODKA SMIRNOFFT TAMARINDO PICANTE 750ML,0,1,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,1,1,"$58,000",0,58000,0,58000,26094,0,31906,55.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4566,VOGUE VERSDE MENTA,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$5,000",0,5000,0,5000,3500,0,1500,30.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4124,AROMATICA,0,0,1,0,0,-3 inv,0 inv,0 inv,0 inv,0 inv,1,-3,"$5,500",0,5500,0,5500,0,0,5500,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1697,WHISKY THE GLENLIVET FOUNDERS RESERVE x700ml,0,0,1,0,0,0 inv,9 inv,1 inv,0 inv,0 inv,1,10,"$164,762",0,164762,0,164762,84906,0,79856,48.5%,sin categoria,,DISMEL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
699,AROMATIC.JAIBEL YERBABUENA,0,0,1,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$4,622",0,4622,0,4622,2715,0,1907,41.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
710,AROMATIC. JAIBEL LIMONARIA,0,0,1,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,1,1,"$4,700",0,4700,0,4700,2715,0,1985,42.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
5010,Panela 835g,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$7,800",0,7800,0,7800,5700,0,2100,26.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3720,WHISKAS HUMEDO DE POLLO X 85G,0,1,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,1,4,"$3,810",0,3810,0,3810,2395,0,1415,37.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3721,WHISKAS HUMEDO DE SALMON X 85,1,0,0,0,0,1 inv,1 inv,0 inv,0 inv,0 inv,1,2,"$3,810",0,3810,0,3810,2365,0,1445,37.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2157,PANELA MEDIANA,0,1,0,0,0,0 inv,2 inv,0 inv,0 inv,0 inv,1,2,"$2,500",0,2500,0,2500,1243,0,1257,50.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2970,WHISKY BUCHANANS 18 AÑOS 750 ML,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$357,143",0,357143,0,357143,242183,0,114960,32.2%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4534,AREPA DE MAIZ BLANCO CON QUESO X 5 unidades,0,1,0,0,0,-1 inv,-1 inv,0 inv,0 inv,1 inv,1,-1,"$5,300",0,5300,0,5300,0,0,5300,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1476,POLLO CON ANTIPASTO 80G,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$7,143",0,7143,0,7143,4936,0,2207,30.9%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4987,aloha,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$5,000",0,5000,0,5000,0,0,5000,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1005,PAÑITOS HUMEDOS WINNY X100,1,0,0,0,0,2 inv,3 inv,0 inv,0 inv,0 inv,1,5,"$12,185",0,12185,0,12185,9510,0,2675,22.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3066,WHISKY PASSPORT X 200 ML,0,1,0,0,0,0 inv,0 inv,1 inv,0 inv,0 inv,1,1,"$17,500",0,17500,0,17500,7179,0,10321,59.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2732,BOMBAS R12 X 12,0,1,0,0,0,-1 inv,-2 inv,0 inv,0 inv,0 inv,1,-3,"$4,622",0,4622,0,4622,2000,0,2622,56.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1416,BON BON BUM FRESA,1,0,0,0,0,-58 inv,-1 inv,-1 inv,0 inv,0 inv,1,-60,$756,0,756,0,756,264,0,492,65.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3431,BOMBILLO MERCURY,1,0,0,0,0,2 inv,8 inv,0 inv,0 inv,0 inv,1,10,"$4,000",0,4000,0,4000,3000,0,1000,25.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1986,TEQUILA MAESTRO DOBEL DIAMANTE X700ML,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$314,286",0,314286,0,314286,213993,0,100293,31.9%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4745,Enjuage Bucal 180ml,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$8,151",0,8151,0,8151,5786,0,2365,29.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4832,SALSA COLMANS CURRY 100ML,1,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,1,1,"$1,681",0,1681,0,1681,1360,0,321,19.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
348,SALSA CHIPOTLE 155ML,1,0,0,0,0,4 inv,2 inv,1 inv,0 inv,0 inv,1,7,"$8,151",0,8151,0,8151,5319,0,2832,34.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2905,CREMA CHANTILLY SPRAY 250GR,1,0,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$19,328",0,19328,0,19328,13782,0,5546,28.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4653,ENJUAGUE BUCAL COLGATE X250ML,0,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$10,084",4034,6050,0,6050,0,0,6050,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2904,COSTILLAS DE CERDO AHUMADA NEW PIG CALYPSO,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$10,084",0,10084,0,10084,8504,0,1580,15.7%,sin categoria,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1910,JAUME SERRA CAVA BRUT,0,1,0,0,0,0 inv,-1 inv,0 inv,0 inv,0 inv,1,-1,"$66,571",0,66571,0,66571,35700,0,30871,46.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2295,SALSA BARY INGLESA  155G,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$2,773",0,2773,0,2773,2332,0,441,15.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3634,TEQUILA CENTENARIO PLATA X700ML,0,0,1,0,0,1 inv,3 inv,1 inv,0 inv,0 inv,1,5,"$128,571",0,128571,0,128571,64724,0,63847,49.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4464,ENSENDEDOR EAGLE,0,1,0,0,0,0 inv,-1 inv,0 inv,0 inv,0 inv,1,-1,"$2,500",0,2500,0,2500,520,0,1980,79.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1734,ESENCIA VAINILLA BLANCA 60ML,1,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$4,622",0,4622,0,4622,2913,0,1709,37.0%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4695,JUEGO POKER,0,1,0,0,0,-1 inv,-1 inv,0 inv,0 inv,0 inv,1,-2,"$7,000",0,7000,0,7000,0,0,7000,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3967,CREMA DENTAL FORTIDENT TOTAL X76G,1,0,0,0,0,2 inv,6 inv,0 inv,0 inv,0 inv,1,8,"$4,622",0,4622,0,4622,2329,0,2293,49.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4875,LA SOPERA CREMA DE AJIACO,0,1,0,0,0,0 inv,5 inv,0 inv,0 inv,0 inv,1,5,"$2,500",0,2500,0,2500,1550,0,950,38.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
926,LAMBRUSCO REGGIANO BOTELLA 750ML,0,1,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$40,336",0,40336,0,40336,6280,0,34056,84.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4599,COSTILLA DE CERDO AHUMADA X400GR,1,0,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$12,605",0,12605,0,12605,8828,0,3777,30.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1735,ESFERO NEGRO,1,0,0,0,0,-7 inv,12 inv,0 inv,0 inv,0 inv,1,5,"$1,261",0,1261,0,1261,625,0,636,50.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1703,LAUREL EL REY 20 G,1,0,0,0,0,3 inv,1 inv,5 inv,0 inv,0 inv,1,9,"$3,782",0,3782,0,3782,2073,0,1709,45.2%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
530,LAVA LOZA LIQUIDO EVERHOUSE 500ML,0,1,0,0,0,13 inv,-2 inv,0 inv,0 inv,0 inv,1,11,"$3,361",0,3361,0,3361,2176,0,1185,35.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4211,ESMALTE ROJO BOGUE,0,1,0,0,0,0 inv,-2 inv,0 inv,0 inv,0 inv,1,-2,"$5,000",0,5000,0,5000,3500,0,1500,30.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4949,Cortacuticula Solingen Metalico,0,1,0,0,0,0 inv,2 inv,0 inv,0 inv,0 inv,1,2,"$9,500",0,9500,0,9500,6500,0,3000,31.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2900,CORTA CUTICULA METALICO,0,1,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$10,084",0,10084,0,10084,6667,0,3417,33.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
5004,Lechuga 1,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$7,000",0,7000,0,7000,5500,0,1500,21.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
307,ROSQUITAS CON QUINOA PICANTES 15G,0,1,0,0,0,0 inv,-1 inv,0 inv,0 inv,0 inv,1,-1,"$2,017",0,2017,0,2017,1022,0,995,49.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3429,LIGAS GRANDES DE COLORES,0,1,0,0,0,3 inv,-2 inv,0 inv,0 inv,0 inv,1,1,"$1,500",0,1500,0,1500,583,0,917,61.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
